Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect 
45.27,948.74,3.9,480.06,6251.32,23.71,4.1899,0.7915,0.3997
58.05,1585.81,3.85,1807.13,1663.84,55.54,4.041,0.9017,0.2788
44.92,1117.49,13.22,1003.04,454.09,62.37,1.4029,0.7365,0.1019
66.9,1537.04,11.81,1432.65,7300.19,16.33,2.0667,0.792,0.3899
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
56.02,2312.74,2.63,1981.11,1451.77,9.03,2.7956,0.8028,0.1081
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
56.27,1613.28,4.99,392.29,8568.67,71.69,3.8541,0.721,0.386
72.74,545.58,13.56,1568.83,916.96,76.77,1.0722,0.8502,0.3019
63.13,1354.5,2.41,747.03,7460.22,4.57,0.7789,0.7899,0.0786
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
73.06,977.02,10.17,1094.82,5639.4,58.5,2.0721,0.8352,0.3867
67.21,382.08,10.12,338.47,5116.18,8.73,3.115,0.9187,0.1169
73.39,858.7,1.06,527.73,5638.43,48.97,3.8779,0.8402,0.3851
47.05,1034.58,3.37,994.79,7341.82,27.01,3.3973,0.7147,0.2616
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
60.49,2231.32,11.13,649.43,883.99,84.07,3.9449,0.8882,0.3157
47.01,451.04,12.56,573.26,5711.91,70.94,4.2982,0.8468,0.0576
59.69,1958.51,10.9,524.93,8549.41,17.41,3.3938,0.8347,0.1026
44.7,639.77,2.18,1464.37,1358.57,56.97,3.4715,0.7663,0.326
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
53.55,2300.61,16.9,1130.32,2997.89,34.22,4.1319,0.7111,0.2839
49.55,1309.51,7.11,528.47,515.59,38.68,2.8746,0.7797,0.1632
44.8,1622.26,2.06,1450.64,7863.33,5.27,3.8233,0.7258,0.2391
64.42,1430.39,5.28,507.55,7125.08,0.75,3.5693,0.8106,0.2714
44.8,1622.26,2.06,1450.64,7863.33,5.27,3.8233,0.7258,0.2391
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
67.74,1824.78,12.2,1994.49,774.15,30.13,2.9341,0.8225,0.3726
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
45.2,1147.65,0.86,1337.99,9290.42,41.77,3.9136,0.7437,0.0839
60.41,1749.6,7.68,314.08,8185.54,86.02,2.6674,0.8925,0.1299
65.32,784.93,14.69,1009.34,7764.92,34.52,1.306,0.8758,0.3593
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
57.74,1546.39,1.86,2012.85,7105.89,44.39,3.7768,0.7615,0.2627
63.4,688.72,3.73,1225.05,6326.49,21.28,2.6818,0.854,0.3226
66.97,2036.34,15.26,700.38,7795.69,61.04,1.6463,0.9139,0.3991
49.89,2021.2,12.8,816.97,4176.02,72.97,4.2546,0.7696,0.1046
73.39,858.7,1.06,527.73,5638.43,48.97,3.8779,0.8402,0.3851
45.27,948.74,3.9,480.06,6251.32,23.71,4.1899,0.7915,0.3997
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
67.92,1296.16,11.19,131.05,7558.35,28.14,3.8961,0.8541,0.0881
49.55,1309.51,7.11,528.47,515.59,38.68,2.8746,0.7797,0.1632
67.4,1771.97,16.16,1233.2,2526.88,7.04,1.5625,0.8376,0.3377
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
67.74,1824.78,12.2,1994.49,774.15,30.13,2.9341,0.8225,0.3726
66.1,612.55,8.71,601.04,5973.52,8.46,2.8361,0.8809,0.2012
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
42.38,1951.49,7.82,597.24,3687.07,74.69,1.3834,0.7413,0.2056
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
50.92,2277.1,16.29,262.33,588.15,8.02,2.4742,0.7823,0.3333
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
71.74,866.52,15.86,842.7,6935.44,68.74,2.4168,0.9081,0.2178
48.17,1836.49,15.16,300.05,3099.48,55.39,3.5601,0.8649,0.2749
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
68.1,1000.12,10.65,928.1,6300.24,48.47,2.9994,0.8981,0.3664
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
66.79,2229.49,16.19,379.95,3430.66,31.03,2.7921,0.8839,0.1479
67.65,987.99,13.89,1106.11,2134.02,47.03,2.2749,0.9199,0.3775
71.23,1172.95,0.93,1305.15,1212.97,5.87,3.8647,0.8278,0.1814
64.72,1115.67,0.67,1163.79,1240.17,62.97,1.9784,0.8413,0.0973
54.88,2314.47,2.11,321.5,5282.61,17.68,2.7268,0.777,0.1675
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
54.88,2314.47,2.11,321.5,5282.61,17.68,2.7268,0.777,0.1675
61.38,626.38,1.07,1481.64,8451.72,23.85,1.8926,0.8306,0.223
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
48.32,1519.05,14.14,183.79,8766.57,56.47,1.8115,0.7234,0.0491
48.32,1519.05,14.14,183.79,8766.57,56.47,1.8115,0.7234,0.0491
62.02,1867.97,2.2,674.91,1895.97,55.07,1.5399,0.8718,0.2628
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
56.57,2244.5,6.24,620.38,2095.85,10.81,3.0519,0.7689,0.0593
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
62.94,1379.82,11.16,698.72,6817.39,23.43,2.1398,0.9002,0.312
51.01,1482.56,3.66,357.79,3904.64,74.19,2.9011,0.7892,0.2599
60.49,2231.32,11.13,649.43,883.99,84.07,3.9449,0.8882,0.3157
66.9,1439.45,4.49,490.12,50.65,76.59,0.8259,0.8843,0.2347
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
52.3,399.8,14.35,424.61,187.8,43.75,3.6907,0.7521,0.2342
64.35,2030.46,9.54,143.57,1236.37,54.31,3.11,0.9155,0.3452
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
52.55,2097.23,3.87,500.73,7018.71,71.64,2.3926,0.7428,0.2763
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
62.02,1867.97,2.2,674.91,1895.97,55.07,1.5399,0.8718,0.2628
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
61.92,2092.3,6.17,2086.64,9314.26,74.92,0.9643,0.8611,0.3444
66.42,1073.49,5.15,1109.6,4309.26,50.13,2.5454,0.8295,0.0566
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
66.79,2229.49,16.19,379.95,3430.66,31.03,2.7921,0.8839,0.1479
61.34,2169.53,3.33,139.52,9248.56,20.77,0.7961,0.7378,0.0386
44.7,639.77,2.18,1464.37,1358.57,56.97,3.4715,0.7663,0.326
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
52.57,2073.58,15.68,1418.45,831.72,0.21,3.3518,0.791,0.258
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
52.33,1521.23,5.67,265.79,9029.09,44.35,3.6541,0.8158,0.0082
69.27,1516.68,8.79,807.8,1583.91,70.52,0.8584,0.8417,0.284
42.72,1899.77,14.89,1437.66,4176.87,49.46,3.9529,0.7561,0.1687
72.47,395.05,12.17,871.88,8528.18,55.98,1.4794,0.7952,0.1801
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
68.71,508.17,10.62,1482.24,5147.53,87.63,3.1177,0.9197,0.3641
69.37,816.24,13.02,1607.37,8337.96,26.74,3.1904,0.843,0.3053
71.74,866.52,15.86,842.7,6935.44,68.74,2.4168,0.9081,0.2178
52.78,1676.32,1.58,647.15,4290.88,42.98,3.9323,0.8216,0.3597
62.13,616.54,3.01,634.56,3697.13,83.62,3.6765,0.9205,0.1152
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
66.89,1622.95,5.16,277.07,1195.06,89.22,3.4979,0.9002,0.2007
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
63.68,976.11,0.84,478.47,940.67,85.63,1.163,0.9165,0.023
59.77,1723.01,10.44,2038.31,120.68,72.9,1.767,0.8881,0.2616
42.72,1899.77,14.89,1437.66,4176.87,49.46,3.9529,0.7561,0.1687
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
63.49,678.45,9.85,2034.2,2059.55,89.26,0.7368,0.8685,0.1123
69.72,1753.95,6.91,621.62,5955.94,11.45,1.767,0.7654,0.124
44.7,639.77,2.18,1464.37,1358.57,56.97,3.4715,0.7663,0.326
63.18,1882.19,6.87,1568.01,1387.85,78.0,4.2618,0.8995,0.3523
64.72,1115.67,0.67,1163.79,1240.17,62.97,1.9784,0.8413,0.0973
72.2,1690.42,13.4,1435.35,1376.26,51.78,0.7487,0.7928,0.1669
52.55,2097.23,3.87,500.73,7018.71,71.64,2.3926,0.7428,0.2763
69.37,816.24,13.02,1607.37,8337.96,26.74,3.1904,0.843,0.3053
41.82,1430.9,7.08,776.94,8842.71,0.13,3.3307,0.7353,0.0499
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
64.93,1397.75,5.04,1639.18,3132.28,23.56,2.0979,0.8144,0.396
44.7,639.77,2.18,1464.37,1358.57,56.97,3.4715,0.7663,0.326
73.46,1582.86,15.43,2060.9,5703.45,65.61,0.687,0.7526,0.257
70.38,1634.02,3.14,1149.79,7793.76,73.53,1.6644,0.7202,0.2039
62.15,907.53,6.55,1284.67,3368.75,46.7,1.8204,0.917,0.0515
64.1,2177.19,7.77,631.53,380.88,17.5,2.1774,0.8633,0.1271
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
47.25,1550.98,0.23,174.7,2602.78,76.2,3.6172,0.8723,0.2243
68.14,825.02,8.36,496.92,3154.97,61.02,3.1912,0.9147,0.1351
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
62.47,1216.41,1.59,324.92,8152.38,73.61,3.0376,0.797,0.2263
62.44,1759.9,4.36,1122.43,9098.5,55.4,1.0849,0.7398,0.1985
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
72.74,545.58,13.56,1568.83,916.96,76.77,1.0722,0.8502,0.3019
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
55.23,2164.85,0.54,1375.82,6891.05,37.45,2.3807,0.7325,0.3068
71.74,866.52,15.86,842.7,6935.44,68.74,2.4168,0.9081,0.2178
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
50.45,1953.95,9.2,1394.0,2079.61,12.87,4.0989,0.8142,0.3326
41.63,1277.14,10.37,275.56,6904.14,19.59,4.1772,0.8277,0.3672
64.62,1974.29,14.47,2084.36,1776.2,61.06,1.8219,0.9004,0.3526
62.43,1927.39,10.84,1816.67,3027.68,8.54,1.6219,0.8028,0.1932
72.74,545.58,13.56,1568.83,916.96,76.77,1.0722,0.8502,0.3019
66.46,1040.12,9.97,1129.93,4098.33,38.9,2.3368,0.8718,0.1763
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
42.89,1168.89,13.59,787.55,3932.57,19.76,2.2591,0.7281,0.2863
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
42.89,1168.89,13.59,787.55,3932.57,19.76,2.2591,0.7281,0.2863
43.22,670.72,4.12,413.98,3259.89,21.62,2.6736,0.731,0.3309
67.21,1340.54,10.36,1209.46,123.96,20.47,2.1917,0.8877,0.398
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
43.95,1879.46,10.52,517.26,567.07,16.05,2.003,0.7576,0.3743
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
42.89,1168.89,13.59,787.55,3932.57,19.76,2.2591,0.7281,0.2863
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
60.13,1866.18,9.86,140.24,6825.13,41.14,2.5294,0.8787,0.194
72.74,545.58,13.56,1568.83,916.96,76.77,1.0722,0.8502,0.3019
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
52.3,399.8,14.35,424.61,187.8,43.75,3.6907,0.7521,0.2342
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
66.79,2229.49,16.19,379.95,3430.66,31.03,2.7921,0.8839,0.1479
47.01,451.04,12.56,573.26,5711.91,70.94,4.2982,0.8468,0.0576
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
50.68,1092.04,9.65,724.14,4238.78,34.4,4.2309,0.7856,0.3617
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
47.25,1550.98,0.23,174.7,2602.78,76.2,3.6172,0.8723,0.2243
71.33,1448.03,2.88,1484.29,231.0,46.82,3.6421,0.8217,0.0833
62.13,616.54,3.01,634.56,3697.13,83.62,3.6765,0.9205,0.1152
45.12,1953.51,16.98,580.69,2197.55,66.33,3.0405,0.8419,0.3102
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
62.9,1874.52,16.51,2082.66,675.4,10.5,3.021,0.8429,0.2937
63.68,976.11,0.84,478.47,940.67,85.63,1.163,0.9165,0.023
69.7,2309.11,13.58,371.06,3835.64,62.49,1.7425,0.8465,0.1939
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
59.03,989.07,2.11,1468.69,8031.73,50.53,2.3224,0.891,0.0043
59.95,1319.66,2.14,632.76,7216.07,49.24,2.9447,0.8935,0.3719
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
62.15,907.53,6.55,1284.67,3368.75,46.7,1.8204,0.917,0.0515
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
63.18,1882.19,6.87,1568.01,1387.85,78.0,4.2618,0.8995,0.3523
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
62.02,1161.25,0.59,779.59,3257.15,26.33,2.0335,0.886,0.0386
60.13,1866.18,9.86,140.24,6825.13,41.14,2.5294,0.8787,0.194
63.26,1854.1,11.16,1631.66,352.33,16.36,1.3106,0.8304,0.0086
49.46,2011.79,5.69,1053.85,799.61,48.36,4.2311,0.8877,0.2986
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
41.3,977.09,5.78,866.38,235.16,32.33,3.9955,0.8503,0.1437
64.11,1265.04,15.18,2012.18,1934.8,41.16,2.8399,0.9184,0.0274
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
55.51,1635.42,0.42,724.31,2371.9,66.82,3.6023,0.8231,0.3944
65.36,1548.2,1.76,2033.13,2794.33,54.28,1.2599,0.7266,0.1989
50.92,1810.29,6.07,877.64,5503.97,1.24,3.4552,0.7515,0.3033
67.54,699.02,6.44,170.41,4884.65,64.2,1.6333,0.8917,0.32
67.4,1771.97,16.16,1233.2,2526.88,7.04,1.5625,0.8376,0.3377
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
60.87,1459.18,6.15,953.41,2655.54,11.47,4.2195,0.8612,0.0616
58.05,1585.81,3.85,1807.13,1663.84,55.54,4.041,0.9017,0.2788
62.15,1020.51,0.6,902.48,1250.29,79.87,2.8308,0.8911,0.116
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
71.71,1723.78,0.41,885.95,520.43,22.98,0.8413,0.776,0.0384
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
67.9,932.0,2.71,639.49,1749.23,56.31,3.4639,0.9041,0.358
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
55.51,1635.42,0.42,724.31,2371.9,66.82,3.6023,0.8231,0.3944
53.55,2300.61,16.9,1130.32,2997.89,34.22,4.1319,0.7111,0.2839
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
52.55,2097.23,3.87,500.73,7018.71,71.64,2.3926,0.7428,0.2763
53.55,2300.61,16.9,1130.32,2997.89,34.22,4.1319,0.7111,0.2839
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
52.66,1174.92,0.84,924.46,6157.33,57.61,4.0096,0.833,0.0553
54.44,1913.5,5.42,1097.63,2801.02,61.08,3.5289,0.8106,0.0144
50.68,1092.04,9.65,724.14,4238.78,34.4,4.2309,0.7856,0.3617
66.9,1439.45,4.49,490.12,50.65,76.59,0.8259,0.8843,0.2347
73.06,977.02,10.17,1094.82,5639.4,58.5,2.0721,0.8352,0.3867
65.92,1579.85,5.92,503.63,422.89,28.3,3.3535,0.9197,0.3834
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
58.19,1610.73,1.0,781.36,3089.37,72.44,3.4925,0.8203,0.3313
48.17,1836.49,15.16,300.05,3099.48,55.39,3.5601,0.8649,0.2749
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
64.1,1287.87,9.66,1253.57,1826.84,31.24,2.5719,0.8805,0.0237
66.1,612.55,8.71,601.04,5973.52,8.46,2.8361,0.8809,0.2012
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
68.52,1157.1,0.69,388.77,2360.98,27.0,2.8411,0.8721,0.2829
59.69,1958.51,10.9,524.93,8549.41,17.41,3.3938,0.8347,0.1026
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
51.82,2047.49,1.82,1397.45,479.31,67.74,2.2359,0.7408,0.3721
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
59.92,1928.88,14.77,668.39,1286.57,39.26,4.1734,0.9197,0.0077
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
72.05,2026.61,17.54,191.77,7185.59,32.67,3.341,0.8637,0.2384
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
59.76,1869.52,2.79,439.61,6073.16,15.93,3.8375,0.7137,0.0337
48.39,1123.05,1.56,728.81,2622.99,82.53,4.1721,0.8719,0.2383
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
50.92,2277.1,16.29,262.33,588.15,8.02,2.4742,0.7823,0.3333
62.13,616.54,3.01,634.56,3697.13,83.62,3.6765,0.9205,0.1152
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
59.62,1056.34,16.83,1585.83,7017.74,2.26,3.1142,0.9283,0.0986
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
54.76,1805.11,7.27,749.81,1056.15,80.99,3.352,0.8973,0.0036
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
45.7,1344.31,10.0,1341.75,3067.41,22.71,2.6811,0.7194,0.2124
62.15,907.53,6.55,1284.67,3368.75,46.7,1.8204,0.917,0.0515
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
66.06,1629.16,14.35,1584.99,7228.51,11.83,1.1382,0.7461,0.1521
66.89,1622.95,5.16,277.07,1195.06,89.22,3.4979,0.9002,0.2007
65.22,2086.47,2.58,1143.21,7797.39,49.31,3.5119,0.7355,0.1722
67.95,941.06,8.64,1302.73,7533.88,31.62,1.6544,0.7874,0.3603
45.53,1064.15,9.51,2058.66,567.57,72.5,4.0847,0.8242,0.3548
60.49,2231.32,11.13,649.43,883.99,84.07,3.9449,0.8882,0.3157
63.26,1854.1,11.16,1631.66,352.33,16.36,1.3106,0.8304,0.0086
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
65.62,1288.47,2.09,1719.14,1577.26,7.64,3.1566,0.8041,0.2189
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
58.76,2061.09,8.38,1403.69,2833.09,7.91,2.8727,0.9165,0.234
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
66.46,1529.61,8.07,1185.07,3902.61,63.76,2.1925,0.8527,0.1158
66.92,914.84,5.97,660.31,8187.7,75.61,2.3962,0.8151,0.0186
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
62.15,907.53,6.55,1284.67,3368.75,46.7,1.8204,0.917,0.0515
45.7,1344.31,10.0,1341.75,3067.41,22.71,2.6811,0.7194,0.2124
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
71.99,989.73,15.23,385.4,8280.56,69.85,1.5789,0.8351,0.1306
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
51.01,1482.56,3.66,357.79,3904.64,74.19,2.9011,0.7892,0.2599
64.13,2058.81,2.53,1307.94,5815.68,21.06,4.1099,0.7434,0.4052
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
64.28,1067.15,6.88,1370.42,7620.98,83.17,2.2258,0.9,0.1482
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
66.97,2036.34,15.26,700.38,7795.69,61.04,1.6463,0.9139,0.3991
47.25,1550.98,0.23,174.7,2602.78,76.2,3.6172,0.8723,0.2243
64.28,1067.15,6.88,1370.42,7620.98,83.17,2.2258,0.9,0.1482
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
62.47,1216.41,1.59,324.92,8152.38,73.61,3.0376,0.797,0.2263
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
59.84,1972.03,4.44,129.47,7202.17,57.92,0.9535,0.8511,0.1221
62.15,1020.51,0.6,902.48,1250.29,79.87,2.8308,0.8911,0.116
66.66,539.36,8.88,1436.27,6842.1,81.3,1.7695,0.8436,0.266
